#,Name,%Complete,AvgTime,Std
0,ModEmp_porto_final,95.0,126.70526315789473,6.107585765105254
1,ModCenterDis_porto_final,99.0,133.14141414141415,6.689370583865485
2,ModRefDis_porto_final,63.0,91.31746031746032,12.081502845686462
3,ModCenterCth_porto_final,93.0,85.59139784946237,3.8694740248272215
4,ModRefCth_porto_final,97.0,87.15463917525773,9.603843953555186
5,ModSteer_porto_final,95.0,142.82105263157894,5.778324192264927
6,TunerCar Agent: Following PP references,2.0,73.0,0.0
7,Follow The Gap,0.0,0.0,0.0
